square,location,corrAns,trials_0.thisRepN,trials_0.thisTrialN,trials_0.thisN,trials_0.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Instructions.started,instructions.started,key_resp.started,inst_sq11.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,All.started,sq_1.started,sq_2.started,sq_3.started,sq_4.started,sq_5.started,sq_6.started,sq_7.started,sq_8.started,sq_9.started,sq_10.started,sq_11.started,sq_12.started,All.stopped,Fixation.started,fixation_3.started,fixation_3.stopped,Fixation.stopped,N_back_0_Trial.started,target_square_0.started,response_0.started,fixation_0.started,target_square_0.stopped,fixation_0.stopped,N_back_0_Trial.stopped,response_0.keys,response_0.corr,response_0.rt,response_0.duration,Instructions_1.started,instructions_1.started,key_resp_1.started,Instructions_1.stopped,key_resp_1.keys,key_resp_1.rt,key_resp_1.duration,N_back_1_Trial.started,target_square_1.started,response_1.started,target_square_1.stopped,fixation_1.started,fixation_1.stopped,response_1.stopped,N_back_1_Trial.stopped,response_1.keys,response_1.corr,response_1.rt,response_1.duration,Instructions_2.started,instructions_2.started,key_resp_2.started,Instructions_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,N_back_2_trials.started,target_square_2.started,response_2.started,fixation_2.started,target_square_2.stopped,fixation_2.stopped,N_back_2_trials.stopped,response_2.keys,response_2.corr,response_2.rt,response_2.duration,End.started,thank_you.started,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,0.0015644999803043902,0.004527599987341091,0.004527599987341091,0.004527599987341091,1867.3655384999875,space,1867.346274600015,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback47,001,2024-01-10_17h27.02.843,untitled,2023.2.3,59.95703478279254,2024-01-10 17h50.51.614914 -0500,
6,"[-0.3, 0]",None,0,0,0,0,,,,,,,,,1869.3868599999987,,,,,,,,,,1867.3655791000056,1867.3806354999833,1867.3806354999833,1867.3806354999833,1867.3806354999833,1867.3806354999833,1867.3806354999833,1867.3806354999833,1867.3806354999833,1867.3806354999833,1867.3806354999833,1867.3806354999833,1867.3806354999833,1868.3646876999992,1868.3647036000038,1868.3805086000066,1869.3868599999987,1869.3647153000056,1869.3848677999922,1869.3868599999987,1869.3868599999987,1869.863999699999,1869.897307599982,1872.3640598999918,1872.3809419999889,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback47,001,2024-01-10_17h27.02.843,untitled,2023.2.3,59.95703478279254,2024-01-10 17h50.51.614914 -0500,
10,"[0, -0.2]",None,0,1,1,1,,,,,,,,,1872.3973355999915,,,,,,,,,,,,,,,,,,,,,,,,,,,,1872.382022100006,1872.3973355999915,1872.3973355999915,1872.8639338999928,1872.8974520000047,1875.3638789999823,1875.380754599988,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback47,001,2024-01-10_17h27.02.843,untitled,2023.2.3,59.95703478279254,2024-01-10 17h50.51.614914 -0500,
11,"[-0.64, -0.4]",space,0,2,2,2,,,,,,,,,1875.397420399997,,,,,,,,,,,,,,,,,,,,,,,,,,,,1875.3814416999812,1875.397420399997,1875.397420399997,1875.8639102999878,1875.8973002999846,1878.3639813000045,1878.3807222000032,space,1,0.5866978999983985,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback47,001,2024-01-10_17h27.02.843,untitled,2023.2.3,59.95703478279254,2024-01-10 17h50.51.614914 -0500,
12,"[0.64, -0.4]",None,0,3,3,3,,,,,,,,,1878.3970401999832,,,,,,,,,,,,,,,,,,,,,,,,,,,,1878.3818103999947,1878.3970401999832,1878.3970401999832,1878.863806199981,1878.8970910999924,1881.3640260999964,1881.3808252000017,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback47,001,2024-01-10_17h27.02.843,untitled,2023.2.3,59.95703478279254,2024-01-10 17h50.51.614914 -0500,
1,"[-0.64, 0.4]",None,0,4,4,4,,,,,,,,,1881.3970914999954,,,,,,,,,,,,,,,,,,,,,,,,,,,,1881.3815445000073,1881.3970914999954,1881.3970914999954,1881.8637644999835,1881.8970664999797,1884.3639916999964,1884.3807688999805,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback47,001,2024-01-10_17h27.02.843,untitled,2023.2.3,59.95703478279254,2024-01-10 17h50.51.614914 -0500,
1,"[-0.64, 0.4]",None,0,5,5,5,,,,,,,,,1884.3970795999921,,,,,,,,,,,,,,,,,,,,,,,,,,,,1884.3815728999907,1884.3970795999921,1884.3970795999921,1884.8638121999975,1884.897029499989,1887.3637676000071,1887.3806652000058,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback47,001,2024-01-10_17h27.02.843,untitled,2023.2.3,59.95703478279254,2024-01-10 17h50.51.614914 -0500,
4,"[-0.2, 0.1]",None,0,6,6,6,,,,,,,,,1887.3970964000036,,,,,,,,,,,,,,,,,,,,,,,,,,,,1887.3814863000007,1887.3970964000036,1887.3970964000036,1887.880343500001,1887.8970891000063,1890.380529099988,1890.380688300007,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback47,001,2024-01-10_17h27.02.843,untitled,2023.2.3,59.95703478279254,2024-01-10 17h50.51.614914 -0500,
5,"[0.2, 0.1]",None,0,7,7,7,,,,,,,,,1890.3969248000067,,,,,,,,,,,,,,,,,,,,,,,,,,,,1890.3813036000065,1890.3969248000067,1890.3969248000067,1890.880216599995,1890.8968844999908,1893.3803876999882,1893.3805561999907,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback47,001,2024-01-10_17h27.02.843,untitled,2023.2.3,59.95703478279254,2024-01-10 17h50.51.614914 -0500,
11,"[-0.64, -0.4]",space,0,8,8,8,,,,,,,,,1893.396752700006,,,,,,,,,,,,,,,,,,,,,,,,,,,,1893.3812185999996,1893.396752700006,1893.396752700006,1893.8637372999801,1893.897080499999,1896.363625099999,1896.3803961999947,space,1,0.42495210000197403,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback47,001,2024-01-10_17h27.02.843,untitled,2023.2.3,59.95703478279254,2024-01-10 17h50.51.614914 -0500,
