square,location,corrAns,trials_0.thisRepN,trials_0.thisTrialN,trials_0.thisN,trials_0.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Instructions.started,instructions.started,key_resp.started,inst_sq11.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,All.started,sq_1.started,sq_2.started,sq_3.started,sq_4.started,sq_5.started,sq_6.started,sq_7.started,sq_8.started,sq_9.started,sq_10.started,sq_11.started,sq_12.started,All.stopped,Fixation.started,fixation_3.started,fixation_3.stopped,Fixation.stopped,N_back_0_Trial.started,target_square_0.started,response_0.started,fixation_0.started,target_square_0.stopped,fixation_0.stopped,response_0.stopped,N_back_0_Trial.stopped,response_0.keys,response_0.corr,response_0.rt,response_0.duration,Instructions_1.started,instructions_1.started,key_resp_1.started,Instructions_1.stopped,key_resp_1.keys,key_resp_1.rt,key_resp_1.duration,N_back_1_Trial.started,target_square_1.started,response_1.started,target_square_1.stopped,fixation_1.started,fixation_1.stopped,response_1.stopped,N_back_1_Trial.stopped,response_1.keys,response_1.corr,response_1.rt,response_1.duration,Instructions_2.started,instructions_2.started,key_resp_2.started,Instructions_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,N_back_2_trials.started,target_square_2.started,response_2.started,target_square_2.stopped,fixation_2.started,fixation_2.stopped,response_2.stopped,N_back_2_trials.stopped,response_2.keys,response_2.corr,response_2.rt,response_2.duration,End.started,thank_you.started,thank_you.stopped,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,0.0016329999780282378,0.00410249998094514,0.00410249998094514,0.00410249998094514,588.7885540999705,space,588.7736262999824,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback41,001,2023-12-19_17h41.44.459,untitled,2023.2.3,60.00132002512176,2023-12-19 18h42.25.668772 -0500,
6,"[-0.3, 0]",None,0,0,0,0,,,,,,,,,590.8036141999764,,,,,,,,,,588.7885970000061,588.8037087999983,588.8037087999983,588.8037087999983,588.8037087999983,588.8037087999983,588.8037087999983,588.8037087999983,588.8037087999983,588.8037087999983,588.8037087999983,588.8037087999983,588.8037087999983,589.7879361999803,589.7879591999808,589.8040216999943,590.8036141999764,590.7876045999583,590.7984844999737,590.8036141999764,590.8036141999764,591.2870540999575,591.3038085000007,593.7872267999919,593.8038652999676,593.788156399969,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback41,001,2023-12-19_17h41.44.459,untitled,2023.2.3,60.00132002512176,2023-12-19 18h42.25.668772 -0500,
10,"[0, -0.2]",None,0,1,1,1,,,,,,,,,593.8038652999676,,,,,,,,,,,,,,,,,,,,,,,,,,,,593.7891558999545,593.8038652999676,593.8038652999676,594.2872837999603,594.3039074999979,596.7871378999553,596.8037995999912,596.7881315999548,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback41,001,2023-12-19_17h41.44.459,untitled,2023.2.3,60.00132002512176,2023-12-19 18h42.25.668772 -0500,
11,"[-0.64, -0.4]",space,0,2,2,2,,,,,,,,,596.8037995999912,,,,,,,,,,,,,,,,,,,,,,,,,,,,596.7889193999581,596.8037995999912,596.8037995999912,597.3038051999756,597.3038051999756,599.8035595999681,599.8035595999681,599.787663199997,space,1,0.5154122000094503,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback41,001,2023-12-19_17h41.44.459,untitled,2023.2.3,60.00132002512176,2023-12-19 18h42.25.668772 -0500,
12,"[0.64, -0.4]",None,0,3,3,3,,,,,,,,,599.8035595999681,,,,,,,,,,,,,,,,,,,,,,,,,,,,599.788487999991,599.8035595999681,599.8035595999681,600.303656700009,600.303656700009,602.8037180000101,602.8037180000101,602.7877623999957,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback41,001,2023-12-19_17h41.44.459,untitled,2023.2.3,60.00132002512176,2023-12-19 18h42.25.668772 -0500,
1,"[-0.64, 0.4]",None,0,4,4,4,,,,,,,,,602.8037180000101,,,,,,,,,,,,,,,,,,,,,,,,,,,,602.7883765999577,602.8037180000101,602.8037180000101,603.287177799968,603.3036953999544,605.7871998999617,605.8033477999852,605.7880677999929,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback41,001,2023-12-19_17h41.44.459,untitled,2023.2.3,60.00132002512176,2023-12-19 18h42.25.668772 -0500,
1,"[-0.64, 0.4]",None,0,5,5,5,,,,,,,,,605.8033477999852,,,,,,,,,,,,,,,,,,,,,,,,,,,,605.7887836999726,605.8033477999852,605.8033477999852,606.2869486999698,606.3035015999922,608.786861200002,608.8035276999581,608.7877566000097,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback41,001,2023-12-19_17h41.44.459,untitled,2023.2.3,60.00132002512176,2023-12-19 18h42.25.668772 -0500,
4,"[-0.2, 0.1]",None,0,6,6,6,,,,,,,,,608.8035276999581,,,,,,,,,,,,,,,,,,,,,,,,,,,,608.7884567999863,608.8035276999581,608.8035276999581,609.3036593999714,609.3036593999714,611.8033680999652,611.8033680999652,611.7874300999683,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback41,001,2023-12-19_17h41.44.459,untitled,2023.2.3,60.00132002512176,2023-12-19 18h42.25.668772 -0500,
5,"[0.2, 0.1]",None,0,7,7,7,,,,,,,,,611.8033680999652,,,,,,,,,,,,,,,,,,,,,,,,,,,,611.7879926000023,611.8033680999652,611.8033680999652,612.303481699957,612.303481699957,614.8034086999833,614.8034086999833,614.7874729000032,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback41,001,2023-12-19_17h41.44.459,untitled,2023.2.3,60.00132002512176,2023-12-19 18h42.25.668772 -0500,
11,"[-0.64, -0.4]",space,0,8,8,8,,,,,,,,,614.8034086999833,,,,,,,,,,,,,,,,,,,,,,,,,,,,614.7880774000078,614.8034086999833,614.8034086999833,615.3033599999617,615.3033599999617,617.8034437999595,617.8034437999595,617.7877411000081,space,1,0.5042155000264756,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback41,001,2023-12-19_17h41.44.459,untitled,2023.2.3,60.00132002512176,2023-12-19 18h42.25.668772 -0500,
