square,location,corrAns,trials_0.thisRepN,trials_0.thisTrialN,trials_0.thisN,trials_0.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Instructions.started,instructions.started,key_resp.started,inst_sq11.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,All.started,sq_1.started,sq_2.started,sq_3.started,sq_4.started,sq_5.started,sq_6.started,sq_7.started,sq_8.started,sq_9.started,sq_10.started,sq_11.started,sq_12.started,All.stopped,Fixation.started,fixation_3.started,fixation_3.stopped,Fixation.stopped,N_back_0_Trial.started,target_square_0.started,response_0.started,fixation_0.started,target_square_0.stopped,fixation_0.stopped,response_0.stopped,N_back_0_Trial.stopped,response_0.keys,response_0.corr,response_0.rt,response_0.duration,Instructions_1.started,instructions_1.started,key_resp_1.started,Instructions_1.stopped,key_resp_1.keys,key_resp_1.rt,key_resp_1.duration,N_back_1_Trial.started,target_square_1.started,response_1.started,target_square_1.stopped,fixation_1.started,fixation_1.stopped,response_1.stopped,N_back_1_Trial.stopped,response_1.keys,response_1.corr,response_1.rt,response_1.duration,Instructions_2.started,instructions_2.started,key_resp_2.started,Instructions_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,N_back_2_trials.started,target_square_2.started,response_2.started,target_square_2.stopped,fixation_2.started,fixation_2.stopped,response_2.stopped,N_back_2_trials.stopped,response_2.keys,response_2.corr,response_2.rt,response_2.duration,End.started,thank_you.started,thank_you.stopped,End.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,0.0014596000000892673,0.0039013999999042426,0.0039013999999042426,0.0039013999999042426,1633.8378669999997,space,1633.8202249,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback57,001,2024-01-16_11h20.49.745,untitled,2023.2.3,60.00567653711023,2024-01-16 11h38.06.823428 -0500,
6,"[-0.3, 0]",None,0,0,0,0,,,,,,,,,1635.8529374,,,,,,,,,,1633.8379089,1633.8531036999998,1633.8531036999998,1633.8531036999998,1633.8531036999998,1633.8531036999998,1633.8531036999998,1633.8531036999998,1633.8531036999998,1633.8531036999998,1633.8531036999998,1633.8531036999998,1633.8531036999998,1634.8370121999997,1634.837028,1634.8531217,1635.8529374,1635.8373229,1635.8508997999998,1635.8529374,1635.8529374,1636.3365712,1636.3530686,1638.8365068999997,1638.8531562999997,1638.8373536999998,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback57,001,2024-01-16_11h20.49.745,untitled,2023.2.3,60.00567653711023,2024-01-16 11h38.06.823428 -0500,
10,"[0, -0.2]",None,0,1,1,1,,,,,,,,,1638.8531562999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,1638.8383365,1638.8531562999997,1638.8531562999997,1639.3365449999997,1639.3531224999997,1641.8361491,1641.8529909999997,1641.8365012999998,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback57,001,2024-01-16_11h20.49.745,untitled,2023.2.3,60.00567653711023,2024-01-16 11h38.06.823428 -0500,
11,"[-0.64, -0.4]",space,0,2,2,2,,,,,,,,,1641.8529909999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,1641.8368313,1641.8529909999997,1641.8529909999997,1642.33653,1642.3531002,1644.8363983999998,1644.8530387,1644.8371008999998,space,1,0.3143073999999615,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback57,001,2024-01-16_11h20.49.745,untitled,2023.2.3,60.00567653711023,2024-01-16 11h38.06.823428 -0500,
12,"[0.64, -0.4]",None,0,3,3,3,,,,,,,,,1644.8530387,,,,,,,,,,,,,,,,,,,,,,,,,,,,1644.8380533,1644.8530387,1644.8530387,1645.336557,1645.3529669,1647.8362834,1647.8530326,1647.8373354,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback57,001,2024-01-16_11h20.49.745,untitled,2023.2.3,60.00567653711023,2024-01-16 11h38.06.823428 -0500,
1,"[-0.64, 0.4]",None,0,4,4,4,,,,,,,,,1647.8530326,,,,,,,,,,,,,,,,,,,,,,,,,,,,1647.8380502999998,1647.8530326,1647.8530326,1648.3362457999997,1648.3528542999998,1650.8362143,1650.8529027,1650.8370096999997,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback57,001,2024-01-16_11h20.49.745,untitled,2023.2.3,60.00567653711023,2024-01-16 11h38.06.823428 -0500,
1,"[-0.64, 0.4]",None,0,5,5,5,,,,,,,,,1650.8529027,,,,,,,,,,,,,,,,,,,,,,,,,,,,1650.8376845999996,1650.8529027,1650.8529027,1651.3362355999998,1651.352895,1653.8362177999998,1653.8529528,1653.837063,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback57,001,2024-01-16_11h20.49.745,untitled,2023.2.3,60.00567653711023,2024-01-16 11h38.06.823428 -0500,
4,"[-0.2, 0.1]",None,0,6,6,6,,,,,,,,,1653.8529528,,,,,,,,,,,,,,,,,,,,,,,,,,,,1653.8378678999998,1653.8529528,1653.8529528,1654.3362671,1654.3528646,1656.8361566999997,1656.8527254,1656.8369076,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback57,001,2024-01-16_11h20.49.745,untitled,2023.2.3,60.00567653711023,2024-01-16 11h38.06.823428 -0500,
5,"[0.2, 0.1]",None,0,7,7,7,,,,,,,,,1656.8527254,,,,,,,,,,,,,,,,,,,,,,,,,,,,1656.8375699999997,1656.8527254,1656.8527254,1657.3361581,1657.3526807999997,1659.8362199999997,1659.8526411999997,1659.8369992999997,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback57,001,2024-01-16_11h20.49.745,untitled,2023.2.3,60.00567653711023,2024-01-16 11h38.06.823428 -0500,
11,"[-0.64, -0.4]",space,0,8,8,8,,,,,,,,,1659.8526411999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,1659.83774,1659.8526411999997,1659.8526411999997,1660.3360453,1660.3525491999999,1662.8360509999998,1662.8526816999997,1662.8367251,space,1,0.36168190000034883,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback57,001,2024-01-16_11h20.49.745,untitled,2023.2.3,60.00567653711023,2024-01-16 11h38.06.823428 -0500,
9,"[0.2, -0.1]",None,0,9,9,9,,,,,,,,,1662.8526816999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,1662.8374040999997,1662.8526816999997,1662.8526816999997,1663.3359805999999,1663.3526575,1665.835979,1665.8525956999997,1665.8368671999997,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback57,001,2024-01-16_11h20.49.745,untitled,2023.2.3,60.00567653711023,2024-01-16 11h38.06.823428 -0500,
8,"[-0.2, -0.1]",None,0,10,10,10,,,,,,,,,1665.8525956999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,1665.8375014999997,1665.8525956999997,1665.8525956999997,1666.3525043999998,1666.3525043999998,1668.8526453,1668.8526453,1668.8367801,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback57,001,2024-01-16_11h20.49.745,untitled,2023.2.3,60.00567653711023,2024-01-16 11h38.06.823428 -0500,
9,"[0.2, -0.1]",None,0,11,11,11,,,,,,,,,1668.8526453,,,,,,,,,,,,,,,,,,,,,,,,,,,,1668.8374467999997,1668.8526453,1668.8526453,1669.3526503999997,1669.3526503999997,1671.8525454,1671.8525454,1671.8368173,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback57,001,2024-01-16_11h20.49.745,untitled,2023.2.3,60.00567653711023,2024-01-16 11h38.06.823428 -0500,
6,"[-0.3, 0]",None,0,12,12,12,,,,,,,,,1671.8525454,,,,,,,,,,,,,,,,,,,,,,,,,,,,1671.8375376,1671.8525454,1671.8525454,1672.3526211999997,1672.3526211999997,1674.8524221999996,1674.8524221999996,1674.8366416999997,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback57,001,2024-01-16_11h20.49.745,untitled,2023.2.3,60.00567653711023,2024-01-16 11h38.06.823428 -0500,
9,"[0.2, -0.1]",None,0,13,13,13,,,,,,,,,1674.8524221999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,1674.8372245,1674.8524221999996,1674.8524221999996,1675.3524782999998,1675.3524782999998,1677.8524039999998,1677.8524039999998,1677.8367797,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback57,001,2024-01-16_11h20.49.745,untitled,2023.2.3,60.00567653711023,2024-01-16 11h38.06.823428 -0500,
7,"[0.3, 0]",None,0,14,14,14,,,,,,,,,1677.8524039999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,1677.8376086999997,1677.8524039999998,1677.8524039999998,1678.3525553,1678.3525553,1680.8523913999998,1680.8523913999998,1680.8366733999997,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback57,001,2024-01-16_11h20.49.745,untitled,2023.2.3,60.00567653711023,2024-01-16 11h38.06.823428 -0500,
2,"[0.64, 0.4]",None,0,15,15,15,,,,,,,,,1680.8523913999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680.8372995,1680.8523913999998,1680.8523913999998,1681.3524389999998,1681.3524389999998,1683.8523330999997,1683.8523330999997,1683.8365395,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback57,001,2024-01-16_11h20.49.745,untitled,2023.2.3,60.00567653711023,2024-01-16 11h38.06.823428 -0500,
2,"[0.64, 0.4]",None,0,16,16,16,,,,,,,,,1683.8523330999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,1683.8372514999996,1683.8523330999997,1683.8523330999997,1684.3523582999997,1684.3523582999997,1686.8523096,1686.8523096,1686.8364025,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nback57,001,2024-01-16_11h20.49.745,untitled,2023.2.3,60.00567653711023,2024-01-16 11h38.06.823428 -0500,
